"","ID","Ptt","HistType","Date","Time.Offset","Count","NumBins","Sum","0-1 m","1-2 m","2-4 m","4-5 m","5-6 m","6-10 m","10-20 m","20-50 m","50-100 m","100-200 m","200-300 m","300-500 m","500-700 m",">700 m"
"743",231544,128156,"TAD",42273.75,13,7,8,100,0,27.6,31.3,8.6,21.1,11.4,0,0,NA,NA,NA,NA,NA,NA
"744",231545,128156,"TAD",42274,13,7,8,100,0,16.9,68.3,13.6,1.1,0,0,0,NA,NA,NA,NA,NA,NA
"745",231546,128156,"TAD",42274.25,13,6,8,100,0,21.1,65.6,9.4,3.6,0.3,0,0,NA,NA,NA,NA,NA,NA
"746",231547,128156,"TAD",42274.5,13,5,8,100,0,25.1,63,8.9,3.1,0,0,0,NA,NA,NA,NA,NA,NA
"747",231548,128156,"TAD",42274.75,13,4,8,100,0,30.8,66.7,2.5,0,0,0,0,NA,NA,NA,NA,NA,NA
"748",231549,128156,"TAD",42275,13,8,8,100,0,34,57.9,6.7,1.4,0,0,0,NA,NA,NA,NA,NA,NA
"749",231550,128156,"TAD",42275.25,13,2,8,100,0,15.9,81.2,2.9,0,0,0,0,NA,NA,NA,NA,NA,NA
"750",231551,128156,"TAD",42275.5,13,5,8,100,0,16.9,80.8,2.3,0,0,0,0,NA,NA,NA,NA,NA,NA
"751",231552,128156,"TAD",42275.75,13,7,8,100,0,12.8,61.1,25.6,0.6,0,0,0,NA,NA,NA,NA,NA,NA
"752",231553,128156,"TAD",42276,13,9,8,100,0,14.1,84.1,1.9,0,0,0,0,NA,NA,NA,NA,NA,NA
"753",231554,128156,"TAD",42276.25,13,5,8,100,0,18,63.4,18.3,0.3,0,0,0,NA,NA,NA,NA,NA,NA
"754",231555,128156,"TAD",42276.5,13,5,8,100,0,15.3,61.8,15.6,5.3,1.9,0,0,NA,NA,NA,NA,NA,NA
"755",231556,128156,"TAD",42276.75,13,13,8,100,0,11.4,61.4,18.6,8.1,0.6,0,0,NA,NA,NA,NA,NA,NA
"756",231557,128156,"TAD",42277,13,6,8,100,0,11.8,49.4,23.1,15,0.7,0,0,NA,NA,NA,NA,NA,NA
"757",231558,128156,"TAD",42277.25,13,10,8,100,0,18.8,49.8,23.1,4.9,3.5,0,0,NA,NA,NA,NA,NA,NA
"758",231559,128156,"TAD",42277.5,13,8,8,100,0,17.6,53.9,27.3,1.2,0,0,0,NA,NA,NA,NA,NA,NA
"759",231560,128156,"TAD",42277.75,13,10,8,100,0,12.9,71.9,13.2,1.9,0,0,0,NA,NA,NA,NA,NA,NA
"760",231561,128156,"TAD",42278,13,7,8,100,0,11,73.8,14.9,0.3,0,0,0,NA,NA,NA,NA,NA,NA
"761",231562,128156,"TAD",42278.25,13,4,8,100,0,10.8,63.2,25.8,0.3,0,0,0,NA,NA,NA,NA,NA,NA
"762",231563,128156,"TAD",42278.5,13,6,8,100,0,13.3,85.6,1.1,0,0,0,0,NA,NA,NA,NA,NA,NA
"763",231564,128156,"TAD",42278.75,13,10,8,100,0,11.9,87.8,0.4,0,0,0,0,NA,NA,NA,NA,NA,NA
"764",231565,128156,"TAD",42279,13,7,8,100,0,10,89.6,0.4,0,0,0,0,NA,NA,NA,NA,NA,NA
"765",231566,128156,"TAD",42279.25,13,6,8,100,0,10.4,88.5,1.1,0,0,0,0,NA,NA,NA,NA,NA,NA
"766",231567,128156,"TAD",42279.5,13,3,8,100,0,9.3,90.4,0.4,0,0,0,0,NA,NA,NA,NA,NA,NA
"767",231568,128156,"TAD",42279.75,13,4,8,100,0,8.1,91.5,0.4,0,0,0,0,NA,NA,NA,NA,NA,NA
"768",231569,128156,"TAD",42280,13,6,8,100,0,8.1,90.7,1.1,0,0,0,0,NA,NA,NA,NA,NA,NA
"769",231570,128156,"TAD",42280.25,13,9,8,100,0,14.1,85.9,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"770",231571,128156,"TAD",42280.5,13,3,8,100,0,15.6,83.7,0.7,0,0,0,0,NA,NA,NA,NA,NA,NA
"771",231572,128156,"TAD",42280.75,13,7,8,100,0,14.4,85.6,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"772",231573,128156,"TAD",42281,13,9,8,100,0,6.1,82.2,11.3,0.3,0,0,0,NA,NA,NA,NA,NA,NA
"773",231574,128156,"TAD",42281.25,13,7,8,100,0,8.8,57.6,29.6,3.9,0,0,0,NA,NA,NA,NA,NA,NA
"774",231575,128156,"TAD",42281.5,13,5,8,100,0,10.8,88.8,0.4,0,0,0,0,NA,NA,NA,NA,NA,NA
"775",231576,128156,"TAD",42281.75,13,3,8,100,0,9.3,89.6,1.1,0,0,0,0,NA,NA,NA,NA,NA,NA
"776",231577,128156,"TAD",42282,13,3,8,100,0,10,83.3,6.7,0,0,0,0,NA,NA,NA,NA,NA,NA
"777",231578,128156,"TAD",42282.25,13,2,8,100,0,8.7,72.6,15.5,3.2,0,0,0,NA,NA,NA,NA,NA,NA
"778",231579,128156,"TAD",42282.5,13,8,8,100,0,9.6,90,0.4,0,0,0,0,NA,NA,NA,NA,NA,NA
"779",231580,128156,"TAD",42282.75,13,7,8,100,0,12.6,85.2,2.2,0,0,0,0,NA,NA,NA,NA,NA,NA
"780",231581,128156,"TAD",42283,13,4,8,100,0,12.2,68.1,14.4,5.3,0,0,0,NA,NA,NA,NA,NA,NA
"781",231582,128156,"TAD",42283.25,13,3,8,100,0,22.2,60,7.5,10.3,0,0,0,NA,NA,NA,NA,NA,NA
"782",231583,128156,"TAD",42283.5,13,5,8,100,0,14.1,83.7,2.2,0,0,0,0,NA,NA,NA,NA,NA,NA
"783",231584,128156,"TAD",42283.75,13,6,8,100,0,11.4,87.8,0.7,0,0,0,0,NA,NA,NA,NA,NA,NA
"784",231585,128156,"TAD",42284,13,8,8,100,0,12.2,83.7,4.1,0,0,0,0,NA,NA,NA,NA,NA,NA
"785",231586,128156,"TAD",42284.25,13,4,8,100,0,14.2,61.7,23.6,0.6,0,0,0,NA,NA,NA,NA,NA,NA
"786",231587,128156,"TAD",42284.5,13,7,8,100,0,14.4,56,22,7.4,0.2,0,0,NA,NA,NA,NA,NA,NA
"787",231588,128156,"TAD",42284.75,13,4,8,100,0,14.8,52.2,29.1,3.2,0.7,0,0,NA,NA,NA,NA,NA,NA
"788",231589,128156,"TAD",42285,13,5,8,100,0,14.4,44.3,11.3,30,0,0,0,NA,NA,NA,NA,NA,NA
"789",231590,128156,"TAD",42285.25,13,6,8,100,0,9.8,45.8,43,1.3,0,0,0,NA,NA,NA,NA,NA,NA
"790",231591,128156,"TAD",42285.5,13,3,8,100,0,11.8,54.5,32.8,0.9,0,0,0,NA,NA,NA,NA,NA,NA
"791",231592,128156,"TAD",42285.75,13,5,8,100,0,10.4,48.8,40.5,0.2,0,0,0,NA,NA,NA,NA,NA,NA
"792",231593,128156,"TAD",42286,13,8,8,100,0,4.9,48.8,30.3,16,0,0,0,NA,NA,NA,NA,NA,NA
"793",231594,128156,"TAD",42286.25,13,5,8,100,0,6.7,84.8,8.5,0,0,0,0,NA,NA,NA,NA,NA,NA
"794",231595,128156,"TAD",42286.5,13,5,8,100,0,15.2,80.6,2.9,0.6,0.6,0,0,NA,NA,NA,NA,NA,NA
"795",231596,128156,"TAD",42286.75,13,5,8,100,0,20.1,79.3,0.6,0,0,0,0,NA,NA,NA,NA,NA,NA
"796",231597,128156,"TAD",42287,13,3,8,100,0,11.7,78.3,9.1,0.6,0.3,0,0,NA,NA,NA,NA,NA,NA
"797",231598,128156,"TAD",42287.25,13,4,8,100,0,9.2,65.2,19.8,5.8,0,0,0,NA,NA,NA,NA,NA,NA
"798",231599,128156,"TAD",42287.5,13,4,8,100,0,15.2,81.9,2.9,0,0,0,0,NA,NA,NA,NA,NA,NA
"799",231600,128156,"TAD",42287.75,13,7,8,100,0,18.8,78.2,2.3,0.3,0.3,0,0,NA,NA,NA,NA,NA,NA
"800",231601,128156,"TAD",42288,13,1,8,100,0,21.3,48.1,20.4,9.5,0.7,0,0,NA,NA,NA,NA,NA,NA
"801",231602,128156,"TAD",42288.25,13,8,8,100,0,18.4,39.9,31,6.3,4.5,0,0,NA,NA,NA,NA,NA,NA
"802",231603,128156,"TAD",42288.5,13,7,8,100,0,20.8,58.3,17.6,3.2,0,0,0,NA,NA,NA,NA,NA,NA
"803",231604,128156,"TAD",42288.75,13,11,8,100,0,16.7,51.3,15.5,16.2,0.2,0,0,NA,NA,NA,NA,NA,NA
"804",231605,128156,"TAD",42289,13,5,8,100,0,11.4,62.2,20.8,5.6,0,0,0,NA,NA,NA,NA,NA,NA
"805",231606,128156,"TAD",42289.25,13,8,8,100,0,14.6,77.6,4.5,3.2,0,0,0,NA,NA,NA,NA,NA,NA
"806",231607,128156,"TAD",42289.5,13,13,8,100,0,12.3,78.2,9.4,0,0,0,0,NA,NA,NA,NA,NA,NA
"807",231608,128156,"TAD",42289.75,13,13,8,100,0,30.4,43.6,22.3,3.7,0,0,0,NA,NA,NA,NA,NA,NA
"808",231609,128156,"TAD",42290,13,6,8,100,0,10,62.1,16.2,11.4,0.3,0,0,NA,NA,NA,NA,NA,NA
"809",231610,128156,"TAD",42290.25,13,3,8,100,0,16.4,59.6,17,7,0,0,0,NA,NA,NA,NA,NA,NA
"810",231611,128156,"TAD",42290.5,13,3,8,100,0,13.4,61.6,10,13.4,1.7,0,0,NA,NA,NA,NA,NA,NA
"811",231612,128156,"TAD",42290.75,13,5,8,100,0,14.9,78.9,2.3,3.6,0.3,0,0,NA,NA,NA,NA,NA,NA
"812",231613,128156,"TAD",42291,13,7,8,100,0,16.8,81.9,1.3,0,0,0,0,NA,NA,NA,NA,NA,NA
"813",231614,128156,"TAD",42291.25,13,8,8,100,0,19.2,68.8,7.8,4.2,0,0,0,NA,NA,NA,NA,NA,NA
"814",231615,128156,"TAD",42291.5,13,6,8,100,0,27.2,67.2,2.5,1.7,1.4,0,0,NA,NA,NA,NA,NA,NA
"815",231616,128156,"TAD",42291.75,13,4,8,100,0,13.9,38.9,15.4,24.3,7.6,0,0,NA,NA,NA,NA,NA,NA
"816",231617,128156,"TAD",42292,13,3,8,100,0,4.6,37.7,14.3,7.6,35.8,0,0,NA,NA,NA,NA,NA,NA
"817",231618,128156,"TAD",42292.25,13,7,8,100,0,5.3,25,9.2,31.1,29.4,0,0,NA,NA,NA,NA,NA,NA
"818",231619,128156,"TAD",42292.5,13,8,8,100,0,5,59.9,20.1,9.7,5.3,0,0,NA,NA,NA,NA,NA,NA
"819",231620,128156,"TAD",42292.75,13,6,8,100,0,5.9,37.5,9.8,32.7,14.1,0,0,NA,NA,NA,NA,NA,NA
"820",231621,128156,"TAD",42293,13,7,8,100,0,8.7,41.7,10.6,15.2,23.9,0,0,NA,NA,NA,NA,NA,NA
"821",231622,128156,"TAD",42293.25,13,3,8,100,0,5.6,24.6,4.6,10.4,41.1,13,0,NA,NA,NA,NA,NA,NA
"822",231623,128156,"TAD",42293.5,13,1,8,100,0,10.7,81.5,5.2,1.6,0.3,0,0,NA,NA,NA,NA,NA,NA
"823",231624,128156,"TAD",42293.75,13,6,8,100,0,11.3,48.1,5.1,17.1,17.4,0,0,NA,NA,NA,NA,NA,NA
"824",231625,128156,"TAD",42294,13,4,8,100,0,7.6,37.5,21.5,9.1,23.2,1,0,NA,NA,NA,NA,NA,NA
"825",231626,128156,"TAD",42294.25,13,6,8,100,0,6.9,54,14.5,11.8,12.7,0,0,NA,NA,NA,NA,NA,NA
"826",231627,128156,"TAD",42294.5,13,6,8,100,0,10.6,57.9,6.7,6.5,10.4,7,0,NA,NA,NA,NA,NA,NA
"827",231628,128156,"TAD",42294.75,13,3,8,100,0,8.8,52,10.4,9,12.5,7,0,NA,NA,NA,NA,NA,NA
"828",231629,128156,"TAD",42295,13,6,8,100,0,9.9,39,10.2,10.6,27.7,2,0,NA,NA,NA,NA,NA,NA
"829",231630,128156,"TAD",42295.25,13,3,8,100,0,7.4,54.6,2.3,5.3,29.9,0,0,NA,NA,NA,NA,NA,NA
"830",231631,128156,"TAD",42295.5,13,3,8,100,0,9.8,41.9,3.3,8.5,28.7,7,0,NA,NA,NA,NA,NA,NA
"831",231632,128156,"TAD",42295.75,13,9,8,100,0,15.2,43,3.7,8.5,13.7,15,0,NA,NA,NA,NA,NA,NA
"832",231633,128156,"TAD",42296,13,7,8,100,0,12.8,27.4,18.5,8.5,21.7,11,0,NA,NA,NA,NA,NA,NA
"833",231634,128156,"TAD",42296.25,13,3,8,100,0,11.2,27,13,7.8,36.8,4,0,NA,NA,NA,NA,NA,NA
"834",231635,128156,"TAD",42296.5,13,5,8,100,0,12.8,62.4,6.1,4.7,7.5,6,0,NA,NA,NA,NA,NA,NA
"835",231636,128156,"TAD",42296.75,13,3,8,100,0,11,34.2,4.5,9.9,12,28,0,NA,NA,NA,NA,NA,NA
"836",231637,128156,"TAD",42297,13,9,8,100,0,8.6,26.5,60.4,3.1,0.8,0,0,NA,NA,NA,NA,NA,NA
"837",231638,128156,"TAD",42297.25,13,8,8,100,0,8,30.6,7.1,12.2,40.1,2,0,NA,NA,NA,NA,NA,NA
"838",231639,128156,"TAD",42297.5,13,2,8,100,0,8.3,43.2,43.2,3.5,1.7,0,0,NA,NA,NA,NA,NA,NA
"839",231640,128156,"TAD",42297.75,13,4,8,100,0,9.9,35,34.4,7.4,13.3,0,0,NA,NA,NA,NA,NA,NA
"840",231641,128156,"TAD",42298,13,5,8,100,0,13.5,33.9,38.1,3.9,10.6,0,0,NA,NA,NA,NA,NA,NA
"841",231642,128156,"TAD",42298.25,13,8,8,100,0,11.7,74,12,2.3,0,0,0,NA,NA,NA,NA,NA,NA
"842",231643,128156,"TAD",42298.5,13,4,8,100,0,12.2,57.5,21.7,8.5,0,0,0,NA,NA,NA,NA,NA,NA
"843",231644,128156,"TAD",42298.75,13,7,8,100,0,10.3,60.6,18.6,5.6,5,0,0,NA,NA,NA,NA,NA,NA
"844",231645,128156,"TAD",42299,13,3,8,100,0,11.9,31.5,8.8,17.4,30.4,0,0,NA,NA,NA,NA,NA,NA
"845",231646,128156,"TAD",42299.25,13,8,8,100,0,27.8,50.5,8.1,12.7,0.9,0,0,NA,NA,NA,NA,NA,NA
"846",231647,128156,"TAD",42299.5,13,5,8,100,0,13.9,53.9,31.5,0.7,0,0,0,NA,NA,NA,NA,NA,NA
"847",231648,128156,"TAD",42299.75,13,4,8,100,0,10.9,56.7,3.9,5.1,10.2,13,0,NA,NA,NA,NA,NA,NA
"848",231649,128156,"TAD",42300,13,3,8,100,0,8.9,18.2,3.9,9.6,35.8,23,0,NA,NA,NA,NA,NA,NA
"849",231650,128156,"TAD",42300.25,13,3,8,100,0,12.9,33,11.1,9.4,22.1,11,0,NA,NA,NA,NA,NA,NA
"850",231651,128156,"TAD",42300.5,13,5,8,100,0,14.2,72.5,12.3,1,0,0,0,NA,NA,NA,NA,NA,NA
"851",231652,128156,"TAD",42300.75,13,4,8,100,0,13.5,29.8,7.8,10.6,19.1,19,0,NA,NA,NA,NA,NA,NA
"852",231653,128156,"TAD",42301,13,8,8,100,0,20.2,44.3,13.9,6.1,3.5,12,0,NA,NA,NA,NA,NA,NA
"853",231654,128156,"TAD",42301.25,13,7,8,100,0,7.1,19.5,4.3,7.1,14.7,47,0,NA,NA,NA,NA,NA,NA
"854",231655,128156,"TAD",42301.5,13,4,8,100,0,10.8,40.6,16.7,10.6,5.6,15,0,NA,NA,NA,NA,NA,NA
"855",231656,128156,"TAD",42301.75,13,6,8,100,0,8.7,40.3,7.4,10,18.4,15,0,NA,NA,NA,NA,NA,NA
"856",231657,128156,"TAD",42302,13,3,8,100,0,6.9,23.6,3.3,7.4,25.3,33,0,NA,NA,NA,NA,NA,NA
"857",231658,128156,"TAD",42302.25,13,5,8,100,0,6.1,25.8,4.8,6.3,20.6,36,0,NA,NA,NA,NA,NA,NA
"858",231659,128156,"TAD",42302.5,13,5,8,100,0,6.5,51,19.5,9.5,3.5,10,0,NA,NA,NA,NA,NA,NA
"859",231660,128156,"TAD",42302.75,13,2,8,100,0,8.6,53.4,17.2,11.4,4.4,5,0,NA,NA,NA,NA,NA,NA
"860",231661,128156,"TAD",42303,13,2,8,100,0,12.2,50.1,8.8,9,4.6,15,0,NA,NA,NA,NA,NA,NA
"861",231662,128156,"TAD",42303.25,13,1,8,100,0,7.2,22.1,2.5,7.4,25.8,35,0,NA,NA,NA,NA,NA,NA
"862",231663,128156,"TAD",42303.5,13,5,8,100,0,10.4,54.4,21.3,6.3,2.1,5,0,NA,NA,NA,NA,NA,NA
"863",231664,128156,"TAD",42303.75,13,3,8,100,0,11.3,40.2,5,11.7,13,18,0,NA,NA,NA,NA,NA,NA
"864",231665,128156,"TAD",42304,13,7,8,100,0,7.4,34.6,5.7,11.4,14.2,26,0,NA,NA,NA,NA,NA,NA
"865",231666,128156,"TAD",42304.25,13,7,8,100,0,5.6,28.8,8.6,8.5,14.7,33,0,NA,NA,NA,NA,NA,NA
"866",231667,128156,"TAD",42304.5,13,6,8,100,0,8.9,46.8,16.5,9.1,7.2,11,0,NA,NA,NA,NA,NA,NA
"867",231668,128156,"TAD",42304.75,13,5,8,100,0,12.5,40.7,8.9,10.4,17.7,9,0,NA,NA,NA,NA,NA,NA
"868",231669,128156,"TAD",42305,13,4,8,100,0,9.9,32.5,8.3,6.5,17.9,24,0,NA,NA,NA,NA,NA,NA
"869",231670,128156,"TAD",42305.25,13,6,8,100,0,7.2,28,2.6,5.8,14.8,41,0,NA,NA,NA,NA,NA,NA
"870",231671,128156,"TAD",42305.5,13,4,8,100,0,15.8,48.7,1.9,6.5,9,18,0,NA,NA,NA,NA,NA,NA
"871",231672,128156,"TAD",42305.75,13,8,8,100,0,14.4,53.2,7.9,3.5,5.6,15,0,NA,NA,NA,NA,NA,NA
"872",231673,128156,"TAD",42306,13,5,8,100,0,9.6,34.6,2.9,6.4,15,31,0,NA,NA,NA,NA,NA,NA
"873",231674,128156,"TAD",42306.25,13,6,8,100,0,13.2,29.7,13.2,5.7,8.2,30,0,NA,NA,NA,NA,NA,NA
"874",231675,128156,"TAD",42306.5,13,7,8,100,0,20.1,72.1,6.5,1.3,0,0,0,NA,NA,NA,NA,NA,NA
"875",231676,128156,"TAD",42306.75,13,5,8,100,0,10.2,40.3,6.1,7.4,16.3,19,0,NA,NA,NA,NA,NA,NA
"876",231677,128156,"TAD",42307,13,8,8,100,0,11.1,52.3,12.5,4.9,7.2,12,0,NA,NA,NA,NA,NA,NA
"877",231678,128156,"TAD",42307.25,13,4,8,100,0,9.3,40.8,4.5,6.9,20.6,18,0,NA,NA,NA,NA,NA,NA
"878",231679,128156,"TAD",42307.5,13,3,8,100,0,12.1,35.8,8.5,14.1,11.7,17,0,NA,NA,NA,NA,NA,NA
"879",231680,128156,"TAD",42307.75,13,3,8,100,0,9.9,32.2,3.2,8.5,19.3,26,0,NA,NA,NA,NA,NA,NA
"880",231681,128156,"TAD",42308,13,5,8,100,0,10.2,15.6,3,10.2,39.3,21,0,NA,NA,NA,NA,NA,NA
"881",231682,128156,"TAD",42308.25,13,5,8,100,0,7.6,15.5,2.1,6.2,49.7,18,0,NA,NA,NA,NA,NA,NA
"882",231683,128156,"TAD",42308.5,13,7,8,100,0,11.4,65.1,9.4,3.3,10,0,0,NA,NA,NA,NA,NA,NA
"883",231684,128156,"TAD",42308.75,13,4,8,100,0,11.3,34,4.6,12.2,32.9,5,0,NA,NA,NA,NA,NA,NA
"884",231685,128156,"TAD",42309,13,5,8,100,0,10,20.8,3.9,17,24.1,24,0,NA,NA,NA,NA,NA,NA
"885",231686,128156,"TAD",42309.25,13,8,8,100,0,7.4,24.8,3.7,5.8,9.7,48,0,NA,NA,NA,NA,NA,NA
"886",231687,128156,"TAD",42309.5,13,8,8,100,0,20.3,63.3,0.8,3.3,7.2,5,0,NA,NA,NA,NA,NA,NA
"887",231688,128156,"TAD",42309.75,13,2,8,100,0,8.2,33,4.3,6.3,18.4,29,0,NA,NA,NA,NA,NA,NA
"888",231689,128156,"TAD",42310,13,8,8,100,0,10,45.8,7.8,6.1,8.7,21,0,NA,NA,NA,NA,NA,NA
"889",231690,128156,"TAD",42310.25,13,4,8,100,0,6.2,18.9,3,6.2,12,53,0,NA,NA,NA,NA,NA,NA
"890",231691,128156,"TAD",42310.5,13,7,8,100,0,12,44.4,17.6,5.7,12.4,7,0,NA,NA,NA,NA,NA,NA
"891",231692,128156,"TAD",42310.75,13,8,8,100,0,10.2,39.3,19.1,8,20,3,0,NA,NA,NA,NA,NA,NA
"892",231693,128156,"TAD",42311,13,8,8,100,0,9.1,24,3.3,7.8,43.5,12,0,NA,NA,NA,NA,NA,NA
"893",231694,128156,"TAD",42311.25,13,4,8,100,0,7.2,16.4,2.3,7.2,54.2,12,0,NA,NA,NA,NA,NA,NA
"894",231695,128156,"TAD",42311.5,13,6,8,100,0,11.1,56.1,12.9,4.2,6.5,9,0,NA,NA,NA,NA,NA,NA
"895",231696,128156,"TAD",42311.75,13,1,8,100,0,9.7,31.7,4.2,11.5,24.9,18,0,NA,NA,NA,NA,NA,NA
"896",231697,128156,"TAD",42312,13,5,8,100,0,9.4,20.4,4.1,16.5,37.4,12,0,NA,NA,NA,NA,NA,NA
"897",231698,128156,"TAD",42312.25,13,6,8,100,0,8.1,32.5,6,5.8,18.1,29,0,NA,NA,NA,NA,NA,NA
"898",231699,128156,"TAD",42312.5,13,4,8,100,0,8.8,32.5,5.4,9,23.6,20,0,NA,NA,NA,NA,NA,NA
"899",231700,128156,"TAD",42312.75,14,10,8,100,0,10,35.6,4.1,8.3,23.6,18,0,NA,NA,NA,NA,NA,NA
"900",231701,128156,"TAD",42313,14,7,8,100,0,6.1,36.4,5.9,7,14,30,0,NA,NA,NA,NA,NA,NA
"901",231702,128156,"TAD",42313.25,14,10,8,100,0,8.5,18.3,3.3,8.3,25,36,0,NA,NA,NA,NA,NA,NA
"902",231703,128156,"TAD",42313.5,14,7,8,100,0,11,31.9,5.7,8.2,20.3,22,0,NA,NA,NA,NA,NA,NA
"903",231704,128156,"TAD",42313.75,14,6,8,100,0,10.4,38,4.8,11.1,18.9,16,0,NA,NA,NA,NA,NA,NA
"904",231705,128156,"TAD",42314,14,6,8,100,0,11.1,30.4,3.5,12.9,26.5,15,0,NA,NA,NA,NA,NA,NA
"905",231706,128156,"TAD",42314.25,14,5,8,100,0,8.5,23.3,2.8,7.2,15,43,0,NA,NA,NA,NA,NA,NA
"906",231707,128156,"TAD",42314.5,14,3,8,100,0,7.4,58.2,11.1,6,2.6,14,0,NA,NA,NA,NA,NA,NA
"907",231708,128156,"TAD",42314.75,14,5,8,100,0,10.4,23.9,3,7.4,16.1,39,0,NA,NA,NA,NA,NA,NA
"908",231709,128156,"TAD",42315,14,9,8,100,0,9.5,19.7,3.2,10.6,37.5,19,0,NA,NA,NA,NA,NA,NA
"909",231710,128156,"TAD",42315.25,14,5,8,100,0,10.4,28.9,2.9,6,18.4,33,0,NA,NA,NA,NA,NA,NA
"910",231711,128156,"TAD",42315.5,14,6,8,100,0,10.9,44.6,32.8,2.6,4.6,4,0,NA,NA,NA,NA,NA,NA
"911",231712,128156,"TAD",42315.75,14,6,8,100,0,11,32,13.7,11.8,15.7,15,0,NA,NA,NA,NA,NA,NA
"912",231713,128156,"TAD",42316,14,2,8,100,0,17.6,53.2,10.6,3.9,12.3,2,0,NA,NA,NA,NA,NA,NA
"913",231714,128156,"TAD",42316.25,14,9,8,100,0,13.7,51.4,7.4,4.9,6.9,15,0,NA,NA,NA,NA,NA,NA
"914",231715,128156,"TAD",42316.5,14,4,8,100,0,14.8,40.4,2.4,5.2,7.2,20,9.8,NA,NA,NA,NA,NA,NA
"915",231716,128156,"TAD",42316.75,14,6,8,100,0,12.6,25.8,3.6,7.4,12.3,33,5,NA,NA,NA,NA,NA,NA
"916",231717,128156,"TAD",42317,14,6,8,100,0,10.2,20,3.3,6.9,15.2,44,0,NA,NA,NA,NA,NA,NA
"917",231718,128156,"TAD",42317.25,14,9,8,100,0,7.4,22.1,3,6.3,13.2,45,2.4,NA,NA,NA,NA,NA,NA
"918",231719,128156,"TAD",42317.5,14,8,8,100,0,7.5,61.7,4.2,3.6,3.9,14,4.2,NA,NA,NA,NA,NA,NA
"919",231720,128156,"TAD",42317.75,14,5,8,100,0,8.2,32.2,8.8,7.2,17.6,25,0.1,NA,NA,NA,NA,NA,NA
"920",231721,128156,"TAD",42318,14,10,8,100,0,6.3,30.6,6.5,6.1,8,41,0.9,NA,NA,NA,NA,NA,NA
"921",231722,128156,"TAD",42318.25,14,11,8,100,0,7.4,37.8,11.3,5.9,7.2,23,7.2,NA,NA,NA,NA,NA,NA
"922",231723,128156,"TAD",42318.5,14,10,8,100,0,6.1,42.2,2.8,3.9,6.5,36,2.2,NA,NA,NA,NA,NA,NA
"923",231724,128156,"TAD",42318.75,14,4,8,100,0,8.5,36.2,5,7.4,7.1,35,0,NA,NA,NA,NA,NA,NA
"924",231725,128156,"TAD",42319,14,9,8,100,0,8.1,22.2,3.7,5.6,9.3,51,0,NA,NA,NA,NA,NA,NA
"925",231726,128156,"TAD",42319.25,14,2,8,100,0,8.9,25,2.8,5.9,10.6,46,0,NA,NA,NA,NA,NA,NA
"926",231727,128156,"TAD",42319.5,14,4,8,100,0,11.8,50,2.3,3.2,5.6,18,8.6,NA,NA,NA,NA,NA,NA
"927",231728,128156,"TAD",42319.75,14,4,8,100,0,9.6,25.3,4.3,7.4,11.9,20,21.1,NA,NA,NA,NA,NA,NA
"928",231729,128156,"TAD",42320,14,7,8,100,0,10.6,30.7,3.8,8.3,14.9,18,13.6,NA,NA,NA,NA,NA,NA
"929",231730,128156,"TAD",42320.25,14,10,8,100,0,12.2,18.9,2.9,7.4,14.7,34,9.7,NA,NA,NA,NA,NA,NA
"930",231731,128156,"TAD",42320.5,14,3,8,100,0,16.6,47.6,8.5,5.5,4.2,12,5.5,NA,NA,NA,NA,NA,NA
"931",231732,128156,"TAD",42320.75,14,8,8,100,0,12.7,52.1,13,9.7,7.9,4,0,NA,NA,NA,NA,NA,NA
"932",231733,128156,"TAD",42321,14,3,8,100,0,10.5,21.6,2.9,7.4,26.1,31,0,NA,NA,NA,NA,NA,NA
"933",231734,128156,"TAD",42321.25,14,4,8,100,0,10.7,25.2,4.6,6.7,21.3,28,3.5,NA,NA,NA,NA,NA,NA
"934",231735,128156,"TAD",42321.5,14,6,8,100,0,11.9,31.2,25.7,10.4,7.6,13,0.1,NA,NA,NA,NA,NA,NA
"935",231736,128156,"TAD",42321.75,14,8,8,100,0,9.6,35.6,3.9,6.1,13.9,30,0,NA,NA,NA,NA,NA,NA
"936",231737,128156,"TAD",42322,14,5,8,100,0,10.5,20.4,3.6,6.7,15.3,34,8.7,NA,NA,NA,NA,NA,NA
"937",231738,128156,"TAD",42322.25,14,7,8,100,0,15.4,38.2,2.6,4.6,7.1,8,23.2,NA,NA,NA,NA,NA,NA
"938",231739,128156,"TAD",42322.5,14,5,8,100,0,14.6,30,4.3,5.8,9.4,8,27.5,NA,NA,NA,NA,NA,NA
"939",231740,128156,"TAD",42322.75,14,6,8,100,0,12.6,20.3,4.3,6.9,11,15,29,NA,NA,NA,NA,NA,NA
"940",231741,128156,"TAD",42323,14,5,8,100,0,12.7,22.4,4.9,7.2,17.3,20,14.8,NA,NA,NA,NA,NA,NA
"941",231742,128156,"TAD",42323.25,14,7,8,100,0,12.2,17.9,3.3,8.6,24.7,32,0.7,NA,NA,NA,NA,NA,NA
"942",231743,128156,"TAD",42323.5,14,1,8,100,0,13.9,51.7,3,4.2,5.8,12,8.6,NA,NA,NA,NA,NA,NA
"943",231744,128156,"TAD",42323.75,14,5,8,100,0,11.7,27.4,3.2,6.7,16.8,26,8.2,NA,NA,NA,NA,NA,NA
