"","ID","Ptt","HistType","Date","Time.Offset","Count","NumBins","Sum","0-1 m","1-2 m","2-4 m","4-5 m","5-6 m","6-10 m","10-20 m","20-50 m","50-100 m","100-200 m","200-300 m","300-500 m","500-700 m",">700 m"
"1722",235975,128160,"TAD",42203.5,203,3,9,100,39,8.7,6.9,2.4,2,32.7,8,0,0,NA,NA,NA,NA,NA
"1723",235976,128160,"TAD",42203.75,203,4,9,100,47,11.3,7.8,2.6,1.9,29.3,0,0,0,NA,NA,NA,NA,NA
"1724",235977,128160,"TAD",42204,203,4,9,100,44,11.9,6.3,2.2,1.9,31,2,0,0,NA,NA,NA,NA,NA
"1725",235978,128160,"TAD",42204.25,203,6,9,100,37,8,5.8,3.4,4.1,35.4,6,0,0,NA,NA,NA,NA,NA
"1726",235979,128160,"TAD",42204.5,203,6,9,100,38,11.7,6.5,2.2,1.3,27.8,12,0,0,NA,NA,NA,NA,NA
"1727",235980,128160,"TAD",42204.75,203,2,9,100,61,15.1,5.6,2.8,2,10.6,2,0,0,NA,NA,NA,NA,NA
"1728",235981,128160,"TAD",42205,203,2,9,100,42,8,5,1.1,0.9,15.6,27,0,0,NA,NA,NA,NA,NA
"1729",235982,128160,"TAD",42205.25,203,5,9,100,45,12.8,7.4,2.2,1.5,24.8,6,0,0,NA,NA,NA,NA,NA
"1730",235983,128160,"TAD",42205.5,203,5,9,100,28,12.1,7.2,3.1,2.1,17.5,29,0,0,NA,NA,NA,NA,NA
"1731",235984,128160,"TAD",42205.75,203,4,9,100,35,17.9,8.2,2.6,1.3,18.6,16,0,0,NA,NA,NA,NA,NA
"1732",235985,128160,"TAD",42206,203,4,9,100,30,6.9,3,1.3,0.9,10.7,46,0,0,NA,NA,NA,NA,NA
"1733",235986,128160,"TAD",42206.5,204,3,9,100,32,14.1,10.4,2.8,1.4,7.1,31,0,0,NA,NA,NA,NA,NA
"1734",235987,128160,"TAD",42206.75,204,4,9,100,53,9,6.5,9.3,6.5,6.7,8,0,0,NA,NA,NA,NA,NA
"1735",235988,128160,"TAD",42207,204,1,9,100,29,7.1,2.8,1.2,1.8,31.8,26,0,0,NA,NA,NA,NA,NA
"1736",235989,128160,"TAD",42207.25,204,3,9,100,45,5.4,2,1.1,0.9,29.5,15,0,0,NA,NA,NA,NA,NA
"1737",235990,128160,"TAD",42207.5,204,5,9,100,79,10.7,2.3,0.3,0.6,1.6,4,0,0,NA,NA,NA,NA,NA
"1738",235991,128160,"TAD",42207.75,204,3,9,100,45,12.8,3.3,3.7,6.9,27,0,0,0,NA,NA,NA,NA,NA
"1739",235992,128160,"TAD",42208,204,2,9,100,18,7.2,6.7,9.3,16.3,41.9,0,0,0,NA,NA,NA,NA,NA
"1740",235993,128160,"TAD",42208.25,204,3,9,100,59,11.7,5,5.9,5,10.1,2,0,0,NA,NA,NA,NA,NA
"1741",235994,128160,"TAD",42208.5,204,2,9,100,65,16.7,9.7,2.8,1.4,4.2,0,0,0,NA,NA,NA,NA,NA
"1742",235995,128160,"TAD",42208.75,204,4,9,100,42,16.7,11.7,3.9,5.9,17.3,2,0,0,NA,NA,NA,NA,NA
"1743",235996,128160,"TAD",42209,204,5,9,100,29,7.5,8.1,11.4,17.8,21.1,4,0,0,NA,NA,NA,NA,NA
"1744",235997,128160,"TAD",42209.25,204,4,9,100,50,8.4,5.3,5.1,6,22.1,3,0,0,NA,NA,NA,NA,NA
"1745",235998,128160,"TAD",42209.5,204,4,9,100,47,7.4,4.2,1.2,0.9,19.5,19,0,0,NA,NA,NA,NA,NA
"1746",235999,128160,"TAD",42209.75,204,3,9,100,71,17.9,7.8,1,1,1,0,0,0,NA,NA,NA,NA,NA
"1747",236000,128160,"TAD",42210,204,3,9,100,71,16.5,12,0.3,0,0,0,0,0,NA,NA,NA,NA,NA
"1748",236001,128160,"TAD",42210.25,204,2,9,100,85,11.4,1.5,1.1,0.4,0,0,0,0,NA,NA,NA,NA,NA
"1749",236002,128160,"TAD",42210.5,205,2,9,100,83,5.6,7,4.1,0.4,0,0,0,0,NA,NA,NA,NA,NA
"1750",236003,128160,"TAD",42210.75,205,2,9,100,68,16.4,8.9,1.9,1.1,3.1,0,0,0,NA,NA,NA,NA,NA
"1751",236004,128160,"TAD",42211,205,3,9,100,73,15.9,7.5,1.6,0.6,0.6,0,0,0,NA,NA,NA,NA,NA
"1752",236005,128160,"TAD",42211.25,205,2,9,100,35,14.2,12.2,3.1,3.9,20.6,10,0,0,NA,NA,NA,NA,NA
"1753",236006,128160,"TAD",42211.5,205,3,9,100,89,7.1,1.5,1.5,0.4,0,0,0,0,NA,NA,NA,NA,NA
"1754",236007,128160,"TAD",42211.75,205,2,9,100,91,7.8,0.4,0,0,0,0,0,0,NA,NA,NA,NA,NA
"1755",236008,128160,"TAD",42212,205,3,9,100,73,10.4,12,1.3,0.3,2.3,0,0,0,NA,NA,NA,NA,NA
"1756",236009,128160,"TAD",42212.25,205,1,9,100,38,16,14.3,11.5,4.6,11.3,3,0,0,NA,NA,NA,NA,NA
"1757",236010,128160,"TAD",42212.75,205,2,9,100,86,10,3,0.7,0,0,0,0,0,NA,NA,NA,NA,NA
"1758",236011,128160,"TAD",42213,205,3,9,100,79,11,8.1,1,0.3,0.3,0,0,0,NA,NA,NA,NA,NA
"1759",236012,128160,"TAD",42213.25,205,1,9,100,53,10.4,23.8,9.3,2.5,0,0,0,0,NA,NA,NA,NA,NA
"1760",236013,128160,"TAD",42213.5,205,4,9,100,79,9.4,4.2,1,1.6,4.5,0,0,0,NA,NA,NA,NA,NA
"1761",236014,128160,"TAD",42213.75,205,6,9,100,52,17.3,23.1,2.5,1.8,2.5,0,0,0,NA,NA,NA,NA,NA
"1762",236015,128160,"TAD",42214,205,4,9,100,29,16.5,13.6,8.5,9.4,22.6,0,0,0,NA,NA,NA,NA,NA
"1763",236016,128160,"TAD",42214.25,205,3,9,100,48,13,9.7,11.8,8.8,8.3,0,0,0,NA,NA,NA,NA,NA
"1764",236017,128160,"TAD",42214.5,205,5,9,100,36,17.8,17.4,13.7,12.4,1.9,0,0,0,NA,NA,NA,NA,NA
"1765",236018,128160,"TAD",42214.75,206,3,9,100,30,19.2,19.2,15,10.3,5.8,0,0,0,NA,NA,NA,NA,NA
"1766",236019,128160,"TAD",42215,206,1,9,100,26,12.6,14.4,9.8,6.8,18.3,11,0,0,NA,NA,NA,NA,NA
"1767",236020,128160,"TAD",42215.25,206,1,9,100,27,15,15.6,2.6,1.4,31.8,6,0,0,NA,NA,NA,NA,NA
"1768",236021,128160,"TAD",42215.5,206,3,9,100,33,24.3,15.7,3.9,1.9,5.4,15,0,0,NA,NA,NA,NA,NA
"1769",236022,128160,"TAD",42215.75,206,5,9,100,40,21.7,10.2,2.4,1.9,9.5,13,0,0,NA,NA,NA,NA,NA
"1770",236023,128160,"TAD",42216,206,2,9,100,22,9.1,8.2,8.4,6.7,30.6,14,0,0,NA,NA,NA,NA,NA
"1771",236024,128160,"TAD",42216.25,206,2,9,100,41,18,8,3.7,3.7,17.3,8,0,0,NA,NA,NA,NA,NA
"1772",236025,128160,"TAD",42216.5,206,4,9,100,30,15.1,9.4,5.1,3.5,26,10,0,0,NA,NA,NA,NA,NA
"1773",236026,128160,"TAD",42216.75,206,5,9,100,28,15.9,10.6,3.3,4.3,31.8,5,0,0,NA,NA,NA,NA,NA
"1774",236027,128160,"TAD",42217,206,2,9,100,31,14.6,12.9,7.4,6.3,25.7,2,0,0,NA,NA,NA,NA,NA
"1775",236028,128160,"TAD",42217.25,206,6,9,100,22,6.1,5.6,3.2,3.1,25.6,33,0,0,NA,NA,NA,NA,NA
"1776",236029,128160,"TAD",42217.5,206,5,9,100,24,9.9,14,12.2,7.4,19.3,13,0,0,NA,NA,NA,NA,NA
"1777",236030,128160,"TAD",42217.75,206,5,9,100,21,17.4,26.3,10.4,5.6,9.3,9,0,0,NA,NA,NA,NA,NA
"1778",236031,128160,"TAD",42218,206,2,9,100,25,8.6,10.1,13.1,11,28.8,3,0,0,NA,NA,NA,NA,NA
"1779",236032,128160,"TAD",42218.25,206,3,9,100,39,19.7,13.9,5.9,3.2,17.1,0,0,0,NA,NA,NA,NA,NA
"1780",236033,128160,"TAD",42218.5,206,4,9,100,17,7.9,15.8,10.3,7.2,29.8,11,0,0,NA,NA,NA,NA,NA
"1781",236034,128160,"TAD",42218.75,206,5,9,100,14,8.8,13.5,13.8,10.6,31.1,7,0,0,NA,NA,NA,NA,NA
"1782",236035,128160,"TAD",42219,207,3,9,100,33,12.1,10.7,6,2.8,24.7,10,0,0,NA,NA,NA,NA,NA
"1783",236036,128160,"TAD",42219.25,207,3,9,100,31,13.9,11.7,7.4,5.1,16.8,14,0,0,NA,NA,NA,NA,NA
"1784",236037,128160,"TAD",42219.5,207,2,9,100,23,10.8,9,5.3,3.6,31.5,16,0,0,NA,NA,NA,NA,NA
"1785",236038,128160,"TAD",42219.75,207,4,9,100,26,11.7,5.7,3.3,1.7,25.3,26,0,0,NA,NA,NA,NA,NA
"1786",236039,128160,"TAD",42220,207,3,9,100,18,16.5,9.6,3.2,1.5,7.6,43,0,0,NA,NA,NA,NA,NA
"1787",236040,128160,"TAD",42220.25,207,2,9,100,31,26.4,18,4.9,4.6,9.3,5,0,0,NA,NA,NA,NA,NA
"1788",236041,128160,"TAD",42220.5,207,5,9,100,33,12.8,6.7,3.9,1.7,8.9,32,0.1,0,NA,NA,NA,NA,NA
"1789",236042,128160,"TAD",42220.75,207,6,9,100,32,16.7,11.7,5.6,4,22.2,7,0.1,0,NA,NA,NA,NA,NA
"1790",236043,128160,"TAD",42221,207,5,9,100,41,27.9,10.4,1.7,1.1,5.4,8,4.1,0,NA,NA,NA,NA,NA
"1791",236044,128160,"TAD",42221.25,207,6,9,100,47,19.5,13.7,3.7,1.9,5.2,8,0,0,NA,NA,NA,NA,NA
"1792",236045,128160,"TAD",42221.5,207,4,9,100,41,17.2,9.4,10,3.3,6.1,12,0.2,0,NA,NA,NA,NA,NA
"1793",236046,128160,"TAD",42221.75,207,1,9,100,53,16.9,25.3,3.5,0.5,0.5,0,0,0,NA,NA,NA,NA,NA
"1794",236047,128160,"TAD",42222,207,5,9,100,58,19.7,17.1,2.1,1.2,0.9,0,0,0,NA,NA,NA,NA,NA
"1795",236048,128160,"TAD",42222.25,207,4,9,100,36,21.3,14.7,4.6,2.6,5.8,14,0.2,0,NA,NA,NA,NA,NA
"1796",236049,128160,"TAD",42222.5,207,1,9,100,38,11.7,10,2,3.2,7.8,26,0.2,0,NA,NA,NA,NA,NA
"1797",236050,128160,"TAD",42222.75,207,3,9,100,19,13.8,13.5,3.3,2.8,12.9,27,7.1,0,NA,NA,NA,NA,NA
"1798",236051,128160,"TAD",42223,207,2,9,100,25,22.8,14.9,4.9,4.7,25.6,2,0,0,NA,NA,NA,NA,NA
"1799",236052,128160,"TAD",42223.25,208,3,9,100,31,29.4,18.9,5.1,2.1,6.4,6,0,0,NA,NA,NA,NA,NA
"1800",236053,128160,"TAD",42223.5,208,4,9,100,34,29.2,17.2,2.8,1.7,7.1,7,0,0,NA,NA,NA,NA,NA
"1801",236054,128160,"TAD",42223.75,208,2,9,100,33,17.8,8.1,2.5,1.5,8.3,23,5.4,0,NA,NA,NA,NA,NA
"1802",236055,128160,"TAD",42224,208,2,9,100,42,13.7,16.9,5.4,2.4,12.1,7,0.2,0,NA,NA,NA,NA,NA
"1803",236056,128160,"TAD",42224.25,208,2,9,100,50,15.7,16.7,4.2,2.3,3.7,7,0,0,NA,NA,NA,NA,NA
"1804",236057,128160,"TAD",42224.5,208,3,9,100,59,19.7,18.9,1.1,0.3,0.3,0,0,0,NA,NA,NA,NA,NA
"1805",236058,128160,"TAD",42224.75,208,4,9,100,25,10.3,14.3,9.6,6.8,18.2,13,1.9,0,NA,NA,NA,NA,NA
"1806",236059,128160,"TAD",42225,208,7,9,100,45,16.7,17.6,5.6,2.6,8.9,3,0,0,NA,NA,NA,NA,NA
"1807",236060,128160,"TAD",42225.25,208,7,9,100,44,16.1,13.1,6.1,3.3,10,6,0,0,NA,NA,NA,NA,NA
"1808",236061,128160,"TAD",42225.5,208,1,9,100,26,25.4,23.6,11.4,6.5,6.4,0,0,0,NA,NA,NA,NA,NA
"1809",236062,128160,"TAD",42225.75,208,1,9,100,28,28.9,28.5,7.8,4.2,1.8,0,0,0,NA,NA,NA,NA,NA
"1810",236063,128160,"TAD",42226,208,2,9,100,49,29.6,13.4,2.8,1.4,3,0,0,0,NA,NA,NA,NA,NA
"1811",236064,128160,"TAD",42226.25,208,2,9,100,26,22.5,21.5,9,3.6,5.7,11,0,0,NA,NA,NA,NA,NA
"1812",236065,128160,"TAD",42226.5,208,2,9,100,41,19.3,11.5,5.4,3.9,8,10,0,0,NA,NA,NA,NA,NA
"1813",236066,128160,"TAD",42226.75,208,3,9,100,29,22.5,20.7,6.7,4.6,13.5,2,0,0,NA,NA,NA,NA,NA
"1814",236067,128160,"TAD",42227,208,2,9,100,52,19.7,9.3,4.4,3.2,7.9,3,0,0,NA,NA,NA,NA,NA
"1815",236068,128160,"TAD",42227.25,208,2,9,100,44,13.9,9.9,3.3,2.2,21.4,5,0,0,NA,NA,NA,NA,NA
"1816",236069,128160,"TAD",42227.5,209,5,9,100,62,20.3,13.3,3.6,0.6,0,0,0,0,NA,NA,NA,NA,NA
"1817",236070,128160,"TAD",42227.75,209,4,9,100,50,21.5,26.1,1.8,0.2,0,0,0,0,NA,NA,NA,NA,NA
"1818",236071,128160,"TAD",42228,209,2,9,100,59,15.8,11.6,2.5,0.8,9.1,0,0,0,NA,NA,NA,NA,NA
"1819",236072,128160,"TAD",42228.25,209,3,9,100,40,16.2,20.3,6.3,2,12.6,1,0,0,NA,NA,NA,NA,NA
"1820",236073,128160,"TAD",42228.5,209,5,9,100,62,15.8,13.9,2.5,3,2.8,0,0,0,NA,NA,NA,NA,NA
"1821",236074,128160,"TAD",42228.75,209,2,9,100,52,14.4,9.3,6.5,8.6,8.8,0,0,0,NA,NA,NA,NA,NA
"1822",236075,128160,"TAD",42229,209,3,9,100,70,12.8,9.2,2.2,0.8,4.2,0,0,0,NA,NA,NA,NA,NA
"1823",236076,128160,"TAD",42229.25,209,5,9,100,50,13.9,7.4,5.6,4.2,12.3,6,0,0,NA,NA,NA,NA,NA
"1824",236077,128160,"TAD",42229.5,209,5,9,100,71,20.4,8.4,0,0,0,0,0,0,NA,NA,NA,NA,NA
"1825",236078,128160,"TAD",42229.75,209,7,9,100,92,7.1,0.4,0,0,0,0,0,0,NA,NA,NA,NA,NA
"1826",236079,128160,"TAD",42230,209,2,9,100,46,20.1,13.4,3.5,2.4,5.9,8,0,0,NA,NA,NA,NA,NA
"1827",236080,128160,"TAD",42230.25,209,1,9,100,64,15.8,10,3.9,1.1,3.1,1,0,0,NA,NA,NA,NA,NA
"1828",236081,128160,"TAD",42230.5,209,3,9,100,57,21.2,18,2.8,0.2,0,0,0,0,NA,NA,NA,NA,NA
"1829",236082,128160,"TAD",42230.75,209,2,9,100,57,12.4,9.2,6,2.8,12,0,0,0,NA,NA,NA,NA,NA
"1830",236083,128160,"TAD",42231,209,3,9,100,28,18.3,19.9,10.3,7.1,15.4,0,0,0,NA,NA,NA,NA,NA
"1831",236084,128160,"TAD",42231.25,209,4,9,100,25,28.3,33.9,8.6,1.7,2.1,0,0,0,NA,NA,NA,NA,NA
"1832",236085,128160,"TAD",42231.5,209,6,9,100,30,25.9,26.1,8.1,5,4.6,0,0,0,NA,NA,NA,NA,NA
"1833",236086,128160,"TAD",42231.75,210,2,9,100,41,14.7,8.5,6.3,18.2,8.9,1,0,0,NA,NA,NA,NA,NA
"1834",236087,128160,"TAD",42232,210,3,9,100,35,14.5,16.3,12.2,6.4,14.2,1,0,0,NA,NA,NA,NA,NA
"1835",236088,128160,"TAD",42232.25,210,5,9,100,36,14.7,19.9,7.6,5.9,15.6,0,0,0,NA,NA,NA,NA,NA
"1836",236089,128160,"TAD",42232.75,210,1,9,100,71,13.1,4.7,0.8,0.6,9.7,0,0,0,NA,NA,NA,NA,NA
"1837",236090,128160,"TAD",42233,210,2,9,100,43,21.5,18.1,8,3.9,5.2,0,0,0,NA,NA,NA,NA,NA
"1838",236091,128160,"TAD",42233.25,210,4,9,100,47,17.6,16.4,5.3,3.2,9,0,0,0,NA,NA,NA,NA,NA
"1839",236092,128160,"TAD",42233.5,210,1,9,100,19,10.4,10.7,6.4,4.4,13.8,25,9.6,0,NA,NA,NA,NA,NA
"1840",236093,128160,"TAD",42233.75,210,5,9,100,49,14.3,12,3.5,1.2,3.2,14,1.6,0,NA,NA,NA,NA,NA
"1841",236094,128160,"TAD",42234,210,8,9,100,51,21.5,14.1,3.2,2.1,4.4,3,0.2,0,NA,NA,NA,NA,NA
"1842",236095,128160,"TAD",42234.25,210,2,9,100,18,9.5,15.8,12.2,6.7,19.9,17,0,0,NA,NA,NA,NA,NA
"1843",236096,128160,"TAD",42234.5,210,8,9,100,48,9.3,8.3,4.2,4.4,11.8,13,0,0,NA,NA,NA,NA,NA
"1844",236097,128160,"TAD",42234.75,210,6,9,100,45,21.9,13.2,1.5,0.9,9.1,8,0.2,0,NA,NA,NA,NA,NA
"1845",236098,128160,"TAD",42235.25,210,2,9,100,31,13.5,19.5,8.1,3.6,17.5,6,0,0,NA,NA,NA,NA,NA
"1846",236099,128160,"TAD",42235.5,210,5,9,100,73,21.3,3.2,0.3,0.3,0.6,0,0,0,NA,NA,NA,NA,NA
"1847",236100,128160,"TAD",42235.75,210,3,9,100,46,10.4,14.7,5.9,3.7,8.6,10,0,0,NA,NA,NA,NA,NA
"1848",236101,128160,"TAD",42236,211,3,9,100,38,16.3,17.6,6.7,4.1,9.1,8,0,0,NA,NA,NA,NA,NA
"1849",236102,128160,"TAD",42236.25,211,2,9,100,33,17.1,17.5,6.5,4.6,15.4,5,0.3,0,NA,NA,NA,NA,NA
"1850",236103,128160,"TAD",42236.5,211,2,9,100,81,11.7,3.9,0.3,0.3,1.3,0,0,0,NA,NA,NA,NA,NA
"1851",236104,128160,"TAD",42236.75,211,3,9,100,58,9.7,13.9,5.8,1.4,4.8,5,0.7,0,NA,NA,NA,NA,NA
"1852",236105,128160,"TAD",42237.25,211,5,9,100,20,11.5,9.4,11.2,16.6,22.4,8,0,0,NA,NA,NA,NA,NA
"1853",236106,128160,"TAD",42237.5,211,5,9,100,41,9.6,15.8,4.8,3.7,22.8,1,0,0,NA,NA,NA,NA,NA
"1854",236107,128160,"TAD",42237.75,211,4,9,100,22,10.1,12.1,11.7,2.9,14,26,0,0,NA,NA,NA,NA,NA
"1855",236108,128160,"TAD",42238,211,4,9,100,24,12.2,13.4,9.9,13.8,26.6,0,0,0,NA,NA,NA,NA,NA
"1856",236109,128160,"TAD",42238.25,211,2,9,100,25,11.8,15.4,8.7,4.4,18.6,15,0,0,NA,NA,NA,NA,NA
"1857",236110,128160,"TAD",42238.5,211,3,9,100,32,10.7,6.8,5.1,4.4,14.6,22,3.5,0,NA,NA,NA,NA,NA
"1858",236111,128160,"TAD",42238.75,211,1,9,100,30,20.9,28.8,5.4,2.1,4.3,6,1.2,0,NA,NA,NA,NA,NA
"1859",236112,128160,"TAD",42239,211,5,9,100,30,23.6,18.1,5.6,2.1,14.9,5,0,0,NA,NA,NA,NA,NA
"1860",236113,128160,"TAD",42239.25,211,4,9,100,35,20.4,24,12.1,4.9,3.5,0,0,0,NA,NA,NA,NA,NA
"1861",236114,128160,"TAD",42239.5,211,3,9,100,28,19.1,36,12.2,2,1.7,0,0,0,NA,NA,NA,NA,NA
"1862",236115,128160,"TAD",42239.75,211,2,9,100,51,27.8,20,0.9,0.2,0,0,0,0,NA,NA,NA,NA,NA
"1863",236116,128160,"TAD",42240,211,3,9,100,26,23,39.3,7.2,2.2,1.7,0,0,0,NA,NA,NA,NA,NA
"1864",236117,128160,"TAD",42240.25,212,3,9,100,22,15.9,30.2,15.5,5.2,7.8,3,0,0,NA,NA,NA,NA,NA
"1865",236118,128160,"TAD",42240.5,212,1,9,100,33,12.7,12.2,5.1,2.2,19.3,14,0.6,0,NA,NA,NA,NA,NA
"1866",236119,128160,"TAD",42240.75,212,8,9,100,14,11.8,10,7.1,4.6,18.3,33,0,0,NA,NA,NA,NA,NA
"1867",236120,128160,"TAD",42241,212,2,9,100,56,12.7,6.5,2.3,2.3,7.2,11,0.9,0,NA,NA,NA,NA,NA
"1868",236121,128160,"TAD",42241.25,212,3,9,100,23,10.9,21.6,13.5,8.3,16.1,6,0,0,NA,NA,NA,NA,NA
"1869",236122,128160,"TAD",42241.5,212,5,9,100,28,16.4,11.4,3.1,1.8,5.3,33,0,0,NA,NA,NA,NA,NA
"1870",236123,128160,"TAD",42241.75,212,3,9,100,34,18.3,9.9,5.6,3.5,10.6,11,5.8,0,NA,NA,NA,NA,NA
"1871",236124,128160,"TAD",42242,212,6,9,100,27,15.1,17.1,9.4,6.1,15.1,9,0,0,NA,NA,NA,NA,NA
"1872",236125,128160,"TAD",42242.5,212,4,9,100,54,17.1,7.2,2.1,1.6,4.2,13,0,0,NA,NA,NA,NA,NA
"1873",236126,128160,"TAD",42242.75,212,3,9,100,74,17.7,5.8,0.3,0.3,0.3,0,0.3,0,NA,NA,NA,NA,NA
"1874",236127,128160,"TAD",42243,212,7,9,100,46,15.6,16.9,5,1.9,9.1,3,1.1,0,NA,NA,NA,NA,NA
"1875",236128,128160,"TAD",42243.25,212,7,9,100,19,11.9,14.3,9.6,4.4,26.4,13,0,0,NA,NA,NA,NA,NA
"1876",236129,128160,"TAD",42243.5,212,3,9,100,49,12.7,11.8,4.6,3,14.8,3,0,0,NA,NA,NA,NA,NA
"1877",236130,128160,"TAD",42243.75,212,3,9,100,40,17.2,13.9,6.3,2.8,11.5,7,0,0,NA,NA,NA,NA,NA
"1878",236131,128160,"TAD",42244,212,4,9,100,47,16.9,16.5,5.4,2,9.3,2,0,0,NA,NA,NA,NA,NA
"1879",236132,128160,"TAD",42244.25,212,5,9,100,58,11.1,11.6,6.3,2.1,4.6,6,0,0,NA,NA,NA,NA,NA
"1880",236133,128160,"TAD",42244.5,213,6,9,100,40,19.9,14.1,4.6,1.7,4.5,10,4.3,0,NA,NA,NA,NA,NA
"1881",236134,128160,"TAD",42244.75,213,6,9,100,48,17.1,11.8,13.2,8.8,0.9,0,0,0,NA,NA,NA,NA,NA
"1882",236135,128160,"TAD",42245,213,2,9,100,34,21.6,30.6,9.3,2.5,1.5,0,0,0,NA,NA,NA,NA,NA
"1883",236136,128160,"TAD",42245.25,213,1,9,100,42,15.7,18,6.1,2.4,5.2,10,0,0,NA,NA,NA,NA,NA
"1884",236137,128160,"TAD",42245.5,213,4,9,100,32,19.3,19.6,5.8,2.9,7.4,11,0.8,0,NA,NA,NA,NA,NA
"1885",236138,128160,"TAD",42245.75,213,2,9,100,27,11.7,20.4,9.6,6.7,21.4,3,0,0,NA,NA,NA,NA,NA
"1886",236139,128160,"TAD",42246,213,6,9,100,15,8.9,42.7,12.8,6.3,13.9,0,0,0,NA,NA,NA,NA,NA
"1887",236140,128160,"TAD",42246.25,213,6,9,100,24,30.8,29.2,10,4.6,0.6,0,0,0,NA,NA,NA,NA,NA
"1888",236141,128160,"TAD",42246.5,213,2,9,100,28,26.9,34,10.3,0.7,0,0,0,0,NA,NA,NA,NA,NA
"1889",236142,128160,"TAD",42246.75,213,3,9,100,29,18.1,15.7,10,4.4,17.5,4,0,0,NA,NA,NA,NA,NA
"1890",236143,128160,"TAD",42247,213,2,9,100,32,14.6,15.5,9.3,4.9,16.2,6,0,0,NA,NA,NA,NA,NA
"1891",236144,128160,"TAD",42247.25,213,3,9,100,17,11.8,13.3,6.8,5.1,34.9,10,0.1,0,NA,NA,NA,NA,NA
"1892",236145,128160,"TAD",42247.5,213,3,9,100,24,38,34.9,1.9,0.2,0.4,0,0,0,NA,NA,NA,NA,NA
"1893",236146,128160,"TAD",42247.75,213,2,9,100,29,16.7,20.7,7.5,3.3,12.9,9,0,0,NA,NA,NA,NA,NA
"1894",236147,128160,"TAD",42248,213,4,9,100,28,16.9,19.9,7.1,4.9,11.3,11,0,0,NA,NA,NA,NA,NA
"1895",236148,128160,"TAD",42248.25,213,4,9,100,25,12.1,12.9,6.2,5.7,16.9,20,0,0,NA,NA,NA,NA,NA
"1896",236149,128160,"TAD",42248.5,213,4,9,100,32,11.4,7.5,6.4,3.6,8.6,30,0,0,NA,NA,NA,NA,NA
"1897",236150,128160,"TAD",42248.75,214,3,9,100,40,19.7,11.3,5.9,4.1,17.8,0,0,0,NA,NA,NA,NA,NA
"1898",236151,128160,"TAD",42249,214,2,9,100,19,14,15,9,5.5,25.9,11,0,0,NA,NA,NA,NA,NA
"1899",236152,128160,"TAD",42249.25,214,3,9,100,25,18.2,16.8,6.9,4.9,18.8,8,0,0,NA,NA,NA,NA,NA
"1900",236153,128160,"TAD",42249.5,214,2,9,100,23,23.6,20.4,11.6,6.2,8.2,7,0,0,NA,NA,NA,NA,NA
"1901",236154,128160,"TAD",42249.75,214,3,9,100,49,22.7,18.3,6,2.1,1.6,0,0,0,NA,NA,NA,NA,NA
"1902",236155,128160,"TAD",42250,214,5,9,100,44,12.8,13.2,6.5,3.3,16.9,2,0,0,NA,NA,NA,NA,NA
"1903",236156,128160,"TAD",42250.25,214,3,9,100,35,7.8,8.8,6.1,5.6,19.9,16,0,0,NA,NA,NA,NA,NA
"1904",236157,128160,"TAD",42250.5,214,3,9,100,44,12.8,13.8,9.3,5.2,5.8,8,0,0,NA,NA,NA,NA,NA
"1905",236158,128160,"TAD",42250.75,214,3,9,100,24,14.2,26.5,10.7,14,10.4,0,0,0,NA,NA,NA,NA,NA
"1906",236159,128160,"TAD",42251,214,2,9,100,28,14.9,17.1,11.8,5.8,13.2,8,0,0,NA,NA,NA,NA,NA
"1907",236160,128160,"TAD",42251.5,214,3,9,100,55,9.5,1.9,0.7,0.9,2.8,11,16.9,0,NA,NA,NA,NA,NA
"1908",236161,128160,"TAD",42251.75,214,4,9,100,21,5.6,11,9.7,5.7,31.7,15,0,0,NA,NA,NA,NA,NA
"1909",236162,128160,"TAD",42252,214,5,9,100,29,8.8,10,6.5,4.2,18.1,22,1.1,0,NA,NA,NA,NA,NA
"1910",236163,128160,"TAD",42252.25,214,2,9,100,24,12.9,16.1,9.4,5,13.8,18,0.1,0,NA,NA,NA,NA,NA
"1911",236164,128160,"TAD",42252.5,214,4,9,100,25,19.1,16.9,8.6,4.6,9.2,10,5.1,0,NA,NA,NA,NA,NA
"1912",236165,128160,"TAD",42252.75,214,3,9,100,15,14,20.3,10.4,7.7,18.1,8,5.3,0,NA,NA,NA,NA,NA
"1913",236166,128160,"TAD",42253,215,2,9,100,19,16.3,15.6,7.6,3.6,13.6,23,0,0,NA,NA,NA,NA,NA
"1914",236167,128160,"TAD",42253.25,215,3,9,100,18,10.1,12.9,6.5,3.6,19.4,28,0.1,0,NA,NA,NA,NA,NA
"1915",236168,128160,"TAD",42253.5,215,4,9,100,31,13.5,12.1,5.1,2.9,16.7,16,1.1,0,NA,NA,NA,NA,NA
"1916",236169,128160,"TAD",42253.75,215,4,9,100,19,9.8,10.4,6.8,4.4,14.6,30,3.6,0,NA,NA,NA,NA,NA
"1917",236170,128160,"TAD",42254,215,3,9,100,14,9.9,17.8,16.4,10.1,21.5,10,0,0,NA,NA,NA,NA,NA
"1918",236171,128160,"TAD",42254.25,215,2,9,100,23,15,21.9,10.7,5.5,15.8,7,0,0,NA,NA,NA,NA,NA
"1919",236172,128160,"TAD",42254.5,215,1,9,100,23,10.8,6.8,2.8,2.6,33.9,18,0.4,0,NA,NA,NA,NA,NA
